S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine (liters),Power,Seats,New_Price,Price,updated_price
198,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1.896,106.0,5.0,,4.5,5397.63
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87,1.461,83.8,5.0,,5.35,6417.18
200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1.493,100.0,7.0,10.52,6.5,12618.45
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1.248,88.5,5.0,11.98,9.0,14369.68
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1.197,81.83,5.0,,6.0,7196.83
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1.39,85.0,5.0,,2.75,3298.55
204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1.193,64.1,5.0,,1.5,1799.21
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1.968,174.33,5.0,,19.9,23869.5
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1.798,177.5,5.0,,10.0,11994.72
207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1.364,67.06,5.0,,3.0,3598.42
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1,,,,,2.11,2530.89
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1.595,120.7,5.0,,11.96,14345.69
210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1.498,98.6,5.0,8.54,3.25,10243.49
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1.582,126.32,5.0,,4.75,5697.49
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1.461,83.8,5.0,,5.95,7136.86
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1.591,121.3,5.0,,8.15,9775.7
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,0.998,67.0,5.0,,4.22,5061.77
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1.796,186.0,5.0,,10.5,12594.46
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2.967,246.7,5.0,,45.0,53976.25
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1.086,68.05,5.0,,2.9,3478.47
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1.598,103.52,5.0,,8.9,10675.3
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1.798,177.46,5.0,33.58,26.0,40278.28
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1.197,81.86,5.0,,8.22,9859.66
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1.498,98.6,5.0,,3.5,4198.15
222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,0.998,67.1,5.0,,1.25,1499.34
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1.461,65.0,5.0,9.12,3.7,10939.19
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2.143,167.62,5.0,,39.41,47271.2
225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,0.998,67.04,5.0,5.29,2.65,6345.21
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1.461,108.5,5.0,,8.92,10699.29
227,Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1.248,0.0,5.0,,4.1,4917.84
228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1.998,189.08,4.0,44.28,35.67,53112.63
229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1.498,99.0,,,3.6,4318.1
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2,1.396,53.5,5.0,,0.85,1019.55
231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1.199,76.8,5.0,,3.32,3982.25
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1.199,73.9,5.0,,3.6,4318.1
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1.248,74.0,5.0,,6.8,8156.41
234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1.399,68.05,5.0,,2.5,2998.68
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2.755,171.5,7.0,20.74,19.64,24877.05
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2.199,194.3,7.0,,7.0,8396.31
237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1.497,117.3,5.0,11.74,3.87,14081.8
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1.197,81.83,5.0,,6.27,7520.69
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2.143,167.62,5.0,,18.12,21734.44
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,0.936,57.6,5.0,,2.65,3178.6
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1.396,88.73,5.0,,7.2,8636.2
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2.494,100.6,7.0,,14.3,17152.45
243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1.248,88.76,7.0,,6.9,8276.36
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2.494,102.0,7.0,,10.75,12894.33
245,Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0,1.086,0.0,5.0,,0.95,1139.5
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1.497,117.3,5.0,,8.09,9703.73
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1.995,184.0,5.0,,18.5,22190.24
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1.12,70.0,5.0,,4.75,5697.49
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1.248,88.5,5.0,,8.45,10135.54
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1.598,103.6,5.0,,3.5,4198.15
251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1.493,82.0,5.0,,1.8,2159.05
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1.498,103.6,5.0,,3.7,4438.05
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1.199,88.7,5.0,,7.17,8600.22
254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1.086,68.05,5.0,,1.75,2099.08
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1.995,183.0,5.0,,21.99,26376.39
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2.393,147.8,7.0,25.52,18.65,30610.53
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7,0.796,35.0,5.0,,1.85,2219.02
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1.197,81.8,5.0,,5.95,7136.86
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1.197,82.0,5.0,,3.75,4498.02
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1.248,74.0,5.0,,3.75,4498.02
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1.582,126.2,5.0,14.07,2.6,16876.57
262,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0,1.086,0.0,5.0,,1.75,2099.08
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1.197,80.0,5.0,,2.8,3358.52
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2.987,254.79,5.0,95.13,61.29,114105.79
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2.148,170.0,5.0,,18.0,21590.5
266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1.248,73.94,5.0,,4.35,5217.7
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1.582,126.2,5.0,,13.75,16492.74
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,0.998,66.1,5.0,,2.0,2398.94
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1.461,108.45,5.0,,10.0,11994.72
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1.248,76.0,5.0,,1.65,1979.13
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2.993,258.0,5.0,,45.77,54899.84
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1.197,78.9,5.0,,3.25,3898.28
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2.494,102.0,7.0,,12.8,15353.24
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3,0.993,60.0,5.0,,0.55,659.71
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1.248,74.0,5.0,,7.15,8576.23
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2.179,120.0,8.0,,7.0,8396.31
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1.248,74.0,5.0,8.34,3.75,10003.6
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,0.999,123.24,5.0,,8.5,10195.51
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1.248,74.0,5.0,,4.35,5217.7
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,0.796,47.3,5.0,,3.26,3910.28
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1.497,118.0,5.0,,4.21,5049.78
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07,2.967,241.4,7.0,,70.36,84394.87
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1.896,105.0,5.0,,2.95,3538.44
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1.591,121.3,5.0,,4.28,5133.74
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1.497,118.0,5.0,,3.57,4282.12
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1.396,88.8,5.0,,3.11,3730.36
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1.396,98.6,5.0,,5.96,7148.85
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1.598,103.6,5.0,,4.7,5637.52
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1.497,117.3,5.0,,6.9,8276.36
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1.248,74.0,5.0,8.34,5.25,10003.6
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1.995,177.0,5.0,,28.0,33585.22
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1.061,67.0,5.0,,1.35,1619.29
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1.199,88.7,5.0,8.85,4.85,10615.33
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1.896,105.0,5.0,,6.7,8036.46
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,3.1,3718.36
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2.143,170.0,5.0,,18.64,22358.16
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.8,3358.52
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2.393,147.8,7.0,25.4,20.25,30466.59
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1.968,174.33,5.0,,26.78,32121.87
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2.494,100.6,7.0,,8.26,9907.64
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1.198,73.9,5.0,,3.89,4665.95
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,0.998,67.1,5.0,,2.1,2518.89
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1.497,117.3,5.0,16.67,12.69,19995.2
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1.405,70.0,5.0,,2.58,3094.64
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1.968,174.33,5.0,,20.77,24913.04
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2.143,136.0,5.0,,20.26,24301.31
307,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0,1.086,0.0,5.0,,1.5,1799.21
308,Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8,1.248,0.0,5.0,,2.5,2998.68
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,0.998,67.04,5.0,,4.25,5097.76
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2.143,201.15,5.0,79.43,57.0,95274.08
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2.179,187.7,5.0,,44.0,52776.78
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1.598,103.6,5.0,,3.65,4378.07
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,0.796,35.0,5.0,,2.05,2458.92
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1.198,86.8,5.0,6.62,3.13,7940.51
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2.956,83.1,7.0,,1.5,1799.21
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1.248,75.0,5.0,,2.85,3418.5
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9,0.998,67.1,5.0,,2.65,3178.6
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2.179,140.0,7.0,,10.6,12714.41
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1.396,70.0,5.0,,1.25,1499.34
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1.373,93.7,7.0,,8.25,9895.65
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2.354,177.6,5.0,,4.45,5337.65
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1.248,73.9,5.0,,3.7,4438.05
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1.399,68.0,5.0,,2.8,3358.52
324,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1.497,78.0,5.0,,1.8,2159.05
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68,1.968,174.33,5.0,,21.95,26328.42
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2.993,313.0,4.0,,49.0,58774.14
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2.967,245.0,7.0,,62.67,75170.92
328,Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,39.45,0.998,67.1,5.0,,1.4,1679.26
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1.396,90.0,5.0,,5.5,6597.1
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1.197,78.9,5.0,,2.95,3538.44
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1.199,88.7,5.0,,6.86,8228.38
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1.248,74.0,5.0,,6.15,7376.75
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1.197,82.85,5.0,,3.3,3958.26
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47,1.198,73.9,5.0,,2.55,3058.65
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,0.796,46.3,5.0,,1.5,1799.21
336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1.794,125.0,5.0,,2.5,2998.68
337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.7,0.796,46.3,5.0,,1.4,1679.26
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12,1.248,88.8,5.0,,3.4,4078.21
339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.7,0.796,46.3,5.0,,2.25,2698.81
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1.968,141.0,5.0,,7.5,8996.04
341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1.794,125.0,5.0,,2.8,3358.52
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1.197,81.83,5.0,,7.66,9187.96
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1.248,88.5,5.0,9.12,7.15,10939.19
344,Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1.497,118.0,5.0,,3.5,4198.15
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1.248,75.0,5.0,,3.5,4198.15
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1.498,98.6,5.0,,3.45,4138.18
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,0.814,55.2,5.0,,3.55,4258.13
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1.995,190.0,5.0,58.67,25.99,70373.04
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1.582,126.32,5.0,,5.25,6297.23
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1.248,88.8,5.0,,2.9,3478.47
351,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1.984,227.0,5.0,28.37,2.05,34029.03
352,Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,0.998,67.1,5.0,4.48,3.75,5373.64
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1.498,89.84,5.0,,6.75,8096.44
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,0.995,62.0,5.0,,0.95,1139.5
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1.999,177.0,5.0,72.64,52.0,87129.66
356,Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1.997,141.1,5.0,,3.91,4689.94
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.67,1.798,177.46,5.0,36.15,27.3,43360.92
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.7,3238.58
359,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1.248,74.0,5.0,,3.5,4198.15
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1.197,83.14,5.0,,6.2,7436.73
361,Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1.461,63.1,5.0,,2.75,3298.55
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4,1.248,74.0,5.0,,3.25,3898.28
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.8,1.399,67.0,5.0,,3.25,3898.28
364,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3,0.993,60.0,5.0,,0.65,779.66
365,Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1.998,192.0,5.0,44.59,35.0,53484.47
366,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1.364,67.05,5.0,,3.25,3898.28
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,0.796,47.3,5.0,,2.9,3478.47
368,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,0.796,47.0,5.0,,2.9,3478.47
369,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2.993,235.0,5.0,,17.75,21290.63
370,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2.496,179.5,5.0,,8.25,9895.65
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1.197,82.0,5.0,,5.77,6920.95
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1.248,88.5,5.0,12.0,9.49,14393.67
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2.967,241.4,7.0,,12.95,15533.17
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.9,2.143,136.0,5.0,,20.0,23989.44
375,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.1,0.796,37.0,4.0,,1.0,1199.47
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1.461,83.8,5.0,,7.1,8516.25
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.43,1.364,87.2,5.0,,16.5,19791.29
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8,2.148,170.0,5.0,,26.0,31186.28
379,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1.248,73.9,5.0,,3.2,3838.31
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1.497,117.3,7.0,14.65,9.48,17572.27
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4,1.12,71.0,5.0,,4.0,4797.89
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2.143,203.0,5.0,,26.5,31786.01
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1.595,120.7,5.0,,11.77,14117.79
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2.143,204.0,5.0,,37.0,44380.47
385,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8,1.497,117.3,5.0,,8.75,10495.38
386,Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,Petrol,Manual,First,17.0,1.086,0.0,5.0,,1.95,2338.97
387,Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1.497,118.0,5.0,,3.75,4498.02
388,Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2,1.599,103.2,5.0,,2.5,2998.68
389,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1.999,246.74,5.0,53.72,34.5,64435.65
390,Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1.198,86.7,5.0,,4.65,5577.55
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1.598,122.0,4.0,,32.0,38383.11
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2.987,282.0,5.0,,62.81,75338.85
393,Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,0.814,55.2,5.0,,3.25,3898.28
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51,0.998,67.04,5.0,,3.1,3718.36
395,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1.248,73.9,5.0,,3.91,4689.94
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07,1.995,181.0,5.0,,11.0,13194.19
397,Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49,2.179,138.03,5.0,,3.5,4198.15
